Fighter,Height,Weight,Style(op),Country,Age,Stance,Wins KO,Losses Ko,Wins Sub,Losses Sub,Total Wins,Total Losses,Total Draw
Denys Bondar,"5' 6""", 125 lbs,,Ukraine,30,Orthodox,5,1,11,1,16,4,0
Evgeny Bondar,"6' 0""", 185 lbs,,Russia,33,,0,0,0,0,0,1,0
Elena Bondarenko,0,0,,,,,0,1,0,0,0,1,0
Igor Bondarenko,0,0,,,,,0,0,0,1,0,1,0
Ilya Bondarev,0,0,,Russia,,,0,0,0,1,0,1,0
Rich Bondoc,0,0,,,,,0,0,0,1,0,1,0
Luc Bondole,0,0,,USA,,,0,3,1,0,5,3,2
Tiger Bonds,0,0,,,,,0,0,0,1,0,1,0
Ian Bone,0,0,,,,,0,1,2,0,2,2,0
T Bone,0,0,,,,,0,0,0,1,0,1,0
Tony Bonello,0,0,,,,,1,2,14,1,16,3,1
Harris Bonfiglio,"5' 5""", 135 lbs,,Uganda,,,0,1,0,0,0,1,0
Gabriel Bonfim,"6' 1""", 170 lbs,Mixed Martial Artist,Brazil,25,Orthodox,3,0,11,0,14,0,0
Ismael Bonfim,"5' 8""", 155 lbs,,Brazil,27,Orthodox,9,0,4,3,19,3,0
Joao Bonfim,0,0,,Portugal,,,0,0,0,1,0,1,0
Jesse Bongfeldt,0,0,,,,Orthodox,6,2,10,3,16,5,1
Szymon Boniecki,0,0,,,,,0,1,0,0,0,1,0
Thiago Luis Bonifacio Silva,"5' 9""", 145 lbs,,,36,,0,2,1,0,1,3,0
Marcos Bonilla,"5' 10""", 145 lbs,,USA,37,,1,0,0,2,1,3,0
Mark Bonilla,0,0,,,,,0,0,0,2,0,2,0
Jonny Bonilla-Bowman,0,0,,,,,0,1,0,0,0,1,0
Cristiano Bonis,0,0,,Brazil,,,0,0,0,1,0,1,0
Justin Bonitatis,0,0,,,,,0,0,0,1,0,1,0
Paulina Bonkowska,0,0,,,,,0,1,0,0,0,2,0
Stephan Bonnar,0,0,,,4/4/197,Orthodox,3,3,7,0,15,9,0
Dan Bonnell,0,0,,,,,0,3,0,1,0,4,0
Josh Bonner,"6' 4""", 265 lbs,,USA,30,,0,0,0,0,0,1,0
Matt Bonner,"6' 2""", 185 lbs,,England,32,,4,0,5,0,13,8,1
Dane Bonnigson,0,0,,,,,1,1,0,1,1,2,0
Yohan Bonnin,0,0,,,,,0,0,0,1,0,1,0
Diego Bonomo,0,0,,,,,0,0,1,0,1,0,0
Gerrick Bontekoe,"6' 0""", 170 lbs,,Aruba,30,,0,1,0,0,0,1,0
Rogerio Bontorin,"5' 5""", 125 lbs,,Brazil,30,Orthodox,3,2,11,1,16,5,0
Roger Bontrager,0,0,,,,,0,0,0,1,0,1,0
William Bookwalter,0,0,,,9/3/197,,0,0,0,1,0,1,0
Michel Boom,0,0,,,,,0,0,0,1,0,1,0
Suwanan Boonsorn,"5' 0""", 105 lbs,,Thailand,26,,0,0,1,1,1,2,0
Tanvir Boora,0,0,,,,,1,0,0,0,1,0,0
Brian Booth,0,0,,,7/10/199,,0,1,0,1,0,2,0
Carl Booth,"6' 0""", 170 lbs,Striker,England,33,,5,1,2,1,8,5,0
Jaden Booth,0,0,,,,,0,1,0,0,0,1,0
Chuck Booz,0,0,,,,,1,0,0,0,1,0,0
Boquihu Boquihu,0,0,,,,,0,1,0,0,0,1,0
James Boran,0,0,,,,,0,0,0,1,0,1,0
Adil Boranbayev,0,0,,Kazakhstan,,,0,2,0,1,0,4,0
Gabor Boraros,0,0,,Slovakia,,,0,1,0,0,0,2,0
Giorgi Borashvili,0,0,Sanda,Azerbaijan,,,0,1,0,0,0,1,0
Nikita Boravka,0,0,,,,,0,0,0,1,0,1,0
Jonel Borbon,0,0,,Philippines,,,0,1,0,0,0,1,0
Fritz Borchardt,0,0,,,,,0,1,0,0,0,1,0
Antonio Borden,0,0,,USA,,,0,1,0,0,0,1,0
Alexandre Bordin,0,0,,,,,0,0,0,1,0,2,0
Matt Bordonaro,0,0,,,,,0,0,0,0,1,1,0
Sebastian Borean,0,0,,,,,0,0,0,1,0,1,0
Rodrigo Borela,0,0,,,,,0,1,0,0,0,1,0
Laion Bores,0,0,,Brazil,12/3/198,,0,1,0,0,0,1,0
Ray Borg,"5' 4""", 135 lbs,Grappling,USA,29,Orthodox,1,0,6,1,16,5,0
Jessica Borga,"5' 7""", 145 lbs,,,33,,2,1,1,1,3,4,0
Ana Paula Borges,0,0,,,,,0,0,0,1,0,1,0
Andre Borges,"5' 11""", 155 lbs,,Brazil,31,,0,0,0,1,0,4,0
Bruno Borges,0,0,,Portugal,,,0,1,0,0,0,2,0
Delis Borges,0,0,,USA,1/3/198,,1,1,0,1,1,3,0
Demetro Borges,0,0,,,,,0,1,0,0,0,1,0
Eduardo Borges,0,0,,,,,0,0,0,0,0,1,0
Egny Borges,0,0,,,,,0,0,0,1,0,1,0
L. John Borges,0,0,,,,,0,0,0,1,0,1,0
Marcio Borges,0,0,,Brazil,8/24/198,,0,1,0,0,0,1,0
Weidy Borges,0,0,,,,,0,1,0,0,0,1,0
Pedro Borges dos Santos,0,0,,,,,0,0,0,1,0,1,0
Ademilson Borges Duarte,0,0,,,,,0,1,0,0,0,1,0
Patricia Borges Fernandes,"5' 2""", 125 lbs,,Brazil,39,,0,2,0,0,0,4,0
Lorenzo Borgomeo,0,0,,,7/5/197,,0,0,0,2,0,3,0
Thiara Borgth,0,0,,,,,0,0,0,0,0,1,0
Saul Boria,0,0,,Puerto Rico,,,0,1,0,0,0,1,0
Adam Borics,"5' 11""", 145 lbs,,Hungary,29,,4,0,6,1,18,2,0
Alec Borilla,0,0,,,,,0,1,0,0,0,1,0
Josue Borilli,"6' 0""", 155 lbs,,Brazil,28,,0,1,0,0,0,1,0
Manuel Boris,0,0,,Argentina,,,0,0,0,0,0,1,0
Igor Borisov,0,0,,,,Orthodox,0,0,0,1,0,1,0
Oleg Borisov,0,0,,,2/14/198,,11,0,1,1,21,3,1
Yulian Borisov,"6' 2""", 205 lbs,,Belarus,28,,0,0,0,1,0,1,0
Julia Borisova,0,0,,,,,0,1,0,0,1,3,0
Ronnie Borja,0,0,,,,,2,0,0,1,2,1,0
Paulina Borkowska,0,0,,,,,0,1,0,1,0,2,0
Richard Bormann,0,0,,,,,0,1,0,0,0,1,0
Sean Bormet,0,0,,,,,0,1,0,0,0,1,0
Calen Born,"5' 8""", 170 lbs,,USA,34,Switch,2,0,4,0,7,1,0
Sergei Borodavka,0,0,,,,,0,1,0,0,0,1,0
Viktor Boronin,"5' 10""", 185 lbs,,Russia,31,,0,0,0,3,0,3,0
Gabriel Boros,0,0,,,,,0,0,0,0,0,1,0
Lukasz Borowski,0,0,,Poland,,,0,1,0,2,0,4,0
Borracha Borracha,0,0,,,,,0,2,0,0,0,2,0
Caio Borralho,"5' 10""", 186 lbs,Striker,Brazil,30,Southpaw,4,0,3,0,13,1,0
Victor Borrayo,0,0,,,,,0,0,0,1,0,1,0
Zachary Borrego,"6' 2""", 187 lbs,,USA,26,Switch,3,0,0,1,4,1,0
Jose Borrome,0,0,,,,,0,0,0,1,0,1,0
Semion Borsh,0,0,,,,,0,1,0,0,0,1,0
Viacheslav Borshchev,"5' 11""", 155 lbs,Mixed Martial Artist,Russia,31,Orthodox,5,0,0,0,6,3,0
Kenji Bortoluzzi,"5' 8""", 135 lbs,,Switzerland,33,,2,4,5,0,11,4,0
Gary Borum,0,0,,,,,0,1,0,0,0,1,0
Robert Boryan,0,0,,,,,0,0,0,1,0,1,0
Marco Thomas Bosca,0,0,,Italy,,,0,0,0,1,0,1,0
Nikolaos Boscarino,0,0,,,,,0,0,0,2,0,2,0
Joao Bosco,0,0,,,,,1,0,0,1,1,1,0
Allen Bose,0,0,,USA,8/9/198,,0,1,0,0,1,1,0
Terrell Bosen,0,0,,,,,0,0,0,0,0,1,0
Tanner Boser,"6' 2""", 229 lbs,Karate,Canada,31,Orthodox,11,1,2,0,20,9,1
Adam Bosley,0,0,,,,,0,1,0,0,0,1,0
Fikro Bosnic,0,0,,Bosnia & Herzegovina,,,0,1,0,0,0,1,0
David Bosnick,0,0,,,,,1,1,0,0,1,1,0
Rodrigo Boss,0,0,,,,,0,0,0,1,0,1,0
Steve Bosse,0,0,,Canada,7/29/198,Orthodox,9,2,1,0,12,2,0
Marcus Bossett,0,0,,,,Orthodox,1,0,0,2,1,2,0
Greg Bossler,0,0,,,,,0,0,0,0,0,1,0
Zaur Bostanov,0,0,,,,,0,0,0,1,0,1,0
Chris Bostick,0,0,,,,,0,1,1,0,1,1,0
Jake Bostwick,0,0,,,,,8,5,3,4,16,9,0
Jake Bostwick,0,0,,England,10/28/198,,0,1,0,0,1,1,0
Jonathan Bosuku,"5' 10""", 185 lbs,,France,27,,3,1,1,3,7,6,0
Matheus Botelho,0,0,,Brazil,,,0,0,0,1,0,1,0
Poliana Botelho,"5' 8""", 125 lbs,,Brazil,34,Orthodox,6,0,0,2,9,5,0
Ricardo Botelho,0,0,,,,,0,0,0,1,0,1,0
Jerardo Botello,0,0,,,,,0,1,0,0,0,1,0
Francois Botha,0,0,,,,Orthodox,0,0,0,1,0,1,0
Hanru Botha,0,0,,South Africa,,,0,0,0,3,0,3,0
Pierre Botha,0,0,,South Africa,,,0,1,0,1,0,2,0
Simone Botino,0,0,,,,,0,1,0,0,0,1,0
Pavel Botka,0,0,,,,,0,1,0,1,1,2,0
Vasile Botnaru,0,0,,Moldova,1/13/199,,0,1,0,1,0,2,0
Sadhu Bott,0,0,,,,,0,0,0,0,0,1,0
Alessandro Botti,"6' 0""", 170 lbs,,Italy,34,,0,1,1,3,1,6,0
Moktar Bouacheria,0,0,,,,,0,0,0,1,0,1,0
Skikem Bouali,"5' 10""", 155 lbs,,France,,,0,1,0,0,0,1,0
Imad Bouamri,0,0,,,,,0,1,0,0,0,1,0
Ezzoubair Bouarsa,0,0,Aoriqileng,Morocco,,,0,0,1,0,1,0,0
Houssine Bouazza,0,0,,,,,0,1,0,0,0,1,0
Kristian Bouchard,0,0,,Canada,,,0,1,0,0,0,1,0
Gregory Bouchelaghem,0,0,,,,Switch,0,1,0,0,0,3,0
Dimitri Bouchet,0,0,,France,,,0,0,0,1,0,2,0
Elias Boudegzdame,"5' 10""", 145 lbs,,France,29,,0,1,1,0,1,2,0
Sofian Bougamoun,0,0,,France,10/28/198,,0,0,0,0,0,1,0
Hamza Bougamza,0,0,,,,,0,0,0,1,0,1,0
Roy Boughton,0,0,,USA,5/26/199,,0,3,2,2,3,7,0
Suleiman Bouhata,0,0,,,,,0,0,0,2,0,3,0
Chris Boujard,0,0,,,,,0,0,0,0,1,0,0
Rami Boukai,0,0,,,,,0,0,0,0,0,1,0
Youcine Boukara,0,0,,,,,0,0,0,0,0,1,0
Karim Boukari,0,0,,Germany,,,0,1,0,0,0,1,0
Sofiane Boukichou,"6' 3""", 239 lbs,,France,36,,1,2,4,0,9,5,0
Brian Bouland,"5' 9""", 135 lbs,Striker,France,,,5,1,0,2,10,4,0
Sylvain Boulard,0,0,,France,,,0,0,0,1,0,1,0
Sam Boult,0,0,,England,,,0,1,0,0,1,3,0
Camara Bouna,0,0,,,,,0,0,0,0,0,1,0
Baba Boundjou Nadjombe,"5' 7""", 155 lbs,,Togo,31,,0,0,0,1,0,2,0
Rich Bouphanouvong,0,0,,,,,0,1,0,1,0,2,0
Karim Bouraarassi,0,0,,Morocco,,,0,0,0,1,0,1,0
Kelly Bourassa,0,0,,,11/19/198,,0,0,0,1,0,1,0
Chris Bourdon,0,0,,,,,0,0,0,1,0,1,0
Murat Bourekba,0,0,,,,,0,0,0,0,0,1,0
Samir Bourekba,0,0,,,,,0,1,0,2,0,3,0
Dryce Bouremel,0,0,,,,,0,0,0,0,0,1,0
Jeff Bourgeois,0,0,,,,,0,0,0,0,0,2,0
Justin Bourgeois,0,0,,,,,0,1,0,1,0,2,0
Gilles Bourguignon,0,0,,,,,0,0,0,1,0,1,0
Adam Bourke,0,0,,,,,0,0,0,1,0,1,0
Mike Bourke,0,0,,,,Orthodox,1,1,0,2,1,3,0
Jess Bouscal,0,0,,,,,0,0,1,0,1,0,0
Abdullah Boushehri,"6' 0""", 170 lbs,,Kuwait,,,0,1,0,0,0,1,0
Adam Boussif,0,0,,England,,,1,1,0,2,1,4,0
Julien Boussuge,0,0,,,8/4/198,,2,3,5,0,10,4,0
Julien Bouteix,"5' 7""", 145 lbs,,France,36,,0,1,0,2,0,3,0
Luke Boutin,0,0,,,,,0,0,0,1,0,1,0
Mehdi Bouzemah,0,0,,,,,0,0,0,1,0,1,0
Evgeniy Bova,0,0,,Ukraine,1/18/199,,0,0,0,2,0,3,0
Pamela Boveda Aguirre,"5' 5""", 135 lbs,,Paraguay,,,0,1,0,1,0,2,0
Ryan Bow,0,0,,,,,0,2,0,0,1,4,0
Jamie Bowar,0,0,,,,,0,0,0,2,0,2,0
Lukas Bowar,0,0,,,,,0,1,0,0,0,1,0
Joe Bowden,0,0,,,,,0,1,0,0,0,1,0
Tai Bowden,0,0,,,,,1,1,0,0,1,1,0
Vincent Bowe,0,0,,,,,0,1,0,0,0,1,0
Jesse Bowen,0,0,,,,,0,1,1,2,2,3,0
Kyron Bowen,"6' 2""", 170 lbs,,USA,29,Orthodox,5,3,4,4,9,8,0
Melton Bowen,0,0,,,,Orthodox,0,0,0,1,0,1,0
Cheyanne Bowers,"5' 5""", 135 lbs,,USA,28,,0,0,0,1,0,1,0
Paul Bowers,0,0,,,,,0,1,0,0,0,1,0
Brian Bowles,0,0,,,6/22/198,Orthodox,3,2,6,1,10,3,0
Micah Bowles,0,0,,,,,0,1,0,1,0,2,0
Jason Bowling,0,0,,USA,,,1,0,0,0,1,0,0
Justin Bowling,0,0,,,,,0,0,1,0,1,0,0
Roger Bowling,0,0,,USA,12/5/198,Orthodox,7,4,2,0,11,5,0
Ashe Bowman,0,0,,,11/17/197,,0,1,0,0,0,2,0
Blake Bowman,0,0,,,,,0,0,0,1,0,1,0
Jaral Bowman,0,0,,,,,0,0,0,1,0,1,0
Michael Bowman,0,0,,England,4/13/198,,0,0,0,2,0,4,0
Sandy Bowman,0,0,,,12/12/197,,2,0,1,0,3,0,0
Wesley Bowman,0,0,,,,,0,0,0,1,0,1,0
Dave Bownds,0,0,,,,,0,0,0,1,0,1,0
Kiko Boxe,0,0,,,,,0,1,0,0,0,1,0
Colton Boxell,0,0,,,,,0,1,0,0,0,1,0
Nikolai Boyarczuk,0,0,,,,,0,0,0,1,0,1,0
Angela Boyce,0,0,,,,,0,0,0,1,0,1,0
Nathan Boyce,0,0,,,,,0,0,0,1,0,1,0
Amioz Boyd,0,0,,,,,0,1,0,0,0,1,0
Ira Boyd,0,0,,,,,0,2,0,1,0,4,0
Nick Boyd,0,0,,,,,0,1,0,0,0,1,0
Paul Boyd,0,0,,,,,1,0,0,0,1,0,0
Sarah Boyd,0,0,,,,,0,0,0,0,0,1,0
Joziro Boye,0,0,,Netherlands,5/3/198,,1,1,0,1,1,2,0
Bruce Boyington,"5' 9""", 145 lbs,,,43,,8,1,3,9,17,11,0
Roy Boykin,0,0,,,,,0,0,0,2,0,2,0
Aleksander Boyko,0,0,,,,,0,3,1,1,1,4,0
Andrew Boyle,0,0,,,,,0,1,0,0,0,1,0
Derek Boyle,"6' 0""", 170 lbs,,,38,,8,2,1,5,13,9,0
Tommy Boyles,0,0,,,,,0,0,0,1,0,1,0
Tony Boyles,0,0,,,,,1,0,1,1,2,2,0
Anvar Boynazarov,"5' 9""", 145 lbs,,Uzbekistan,34,Orthodox,3,1,0,0,3,2,0
Jacob Boysen,0,0,,,,,1,0,0,0,1,0,0
Michael Boza,0,0,,USA,,,0,0,0,1,0,1,0
Valeriy Bozarchuk,0,0,,,,,0,1,0,0,0,1,0
Buray Bozaryilmaz,0,0,,,,,0,0,0,1,0,1,0
Oleg Bozhik,0,0,,,,,0,0,0,1,0,1,0
Kostas Bozidis,0,0,,Cyprus,,,0,1,0,0,0,1,0
Grachik Bozinyan,"6' 0""", 170 lbs,,Russia,27,,4,1,6,2,11,5,0
Guilherme Bozoli,0,0,,,,,0,0,0,1,0,1,0
Ernie Braca,0,0,,,,,1,0,0,0,2,1,0
Cam Bracewell,0,0,,,,,0,0,0,1,0,1,0
Kyle Bracey,0,0,,,,,0,1,1,0,1,1,0
Kleverson Bracin,0,0,,,,,0,1,0,0,0,1,0
Morgan Bracken,0,0,,,4/6/198,,0,0,0,1,0,1,0
Filip Bradaric,"6' 4""", 240 lbs,,Croatia,39,,0,1,0,0,0,1,0
Heather Brade,0,0,,,,,0,1,0,0,0,1,0
Will Bradford,0,0,,,,,0,1,0,1,0,2,0
Adam Bradley,0,0,,New Zealand,,,0,1,0,0,0,1,0
Eric Bradley,0,0,,,,,0,1,0,0,2,1,0
Gavin Bradley,0,0,,,,,0,1,0,0,0,1,0
Kyle Bradley,0,0,,USA,8/19/198,Orthodox,10,5,7,5,19,11,0
Paul Bradley,0,0,,USA,5/17/198,Orthodox,8,3,7,0,23,10,0
Scott Bradley,0,0,,,,,0,2,0,0,0,2,0
Jai Bradney,0,0,,,,,0,4,0,4,1,10,0
Bob Bradshaw,0,0,,,,,0,1,0,0,0,1,0
Roy Bradshaw,0,0,,,,,0,1,1,8,2,9,0
Summer Bradshaw,0,0,,,,,0,0,0,1,0,2,0
Olly Bradstreet,0,0,,,10/6/198,,12,1,21,7,39,13,0
Adam Brady,0,0,,,10/28/198,,0,1,0,0,0,1,0
Chad Brady,0,0,,,,,0,1,0,0,0,1,0
Hugh Brady,0,0,,,,,0,1,0,0,0,1,0
Jemark Brady,0,0,,,,,0,0,0,1,0,1,0
Matt Brady,0,0,,,,,0,1,0,0,0,1,0
Sean Brady,"5' 10""", 171 lbs,Striker,USA,30,Orthodox,3,1,4,0,15,1,0
Antonio Braga,0,0,,,,,0,0,0,1,0,1,0
Diego Braga,0,0,,,,,0,1,0,0,0,1,0
Ebenezer Fontes Braga,0,0,,,,Orthodox,0,2,1,2,2,6,0
Gabriel Braga,"5' 10""", 145 lbs,,Brazil,24,,4,0,0,0,8,0,0
Micael Braga,"5' 10""", 145 lbs,,Brazil,,,0,0,0,0,0,1,0
Queila Braga,"5' 5""", 135 lbs,,Brazil,35,,0,0,0,1,1,2,0
Rafael Braga,0,0,,,,,0,1,0,0,0,1,0
Ronildo Augusto Braga,0,0,,,,,0,1,0,0,0,2,0
Wander Braga,0,0,,,,,0,0,1,1,1,1,0
Stephanie Bragayrac,"5' 1""", 135 lbs,,Peru,34,,0,3,0,1,0,4,0
Neil Bragg,0,0,,,,,1,0,0,0,1,0,0
Ramiz Brahimaj,"5' 10""", 170 lbs,,USA,30,Orthodox,0,1,10,0,10,4,0
Adam Braidwood,0,0,,,,,1,0,0,0,1,0,0
Micah Brakefield,0,0,,Canada,9/1/198,,0,3,0,0,0,3,0
Tycho Brakel,0,0,,Netherland Antilles,,,0,0,0,1,0,1,0
Nick Braker,0,0,,,,,0,0,1,1,1,1,0
Zvonimir Brala,0,0,,,,,0,1,0,0,0,1,0
Adam Bramhald,0,0,,,,,0,1,0,1,0,2,0
Joe Brammer,0,0,,,8/30/198,Orthodox,1,1,5,1,7,3,1
Trey Branch,0,0,,,,,0,1,0,0,0,2,0
Vitaliy Branchuk,0,0,,Ukraine,2/18/199,,0,0,0,2,2,2,0
Leandro Branco,0,0,,,12/1/198,,0,0,0,1,0,1,0
Ricardo Branco,0,0,,,,,0,0,0,0,0,1,0
Willem Brand,0,0,,,,,0,0,0,1,0,1,0
Aguilano Brandao,0,0,,,,,0,1,2,1,2,2,0
Alexandre Nunes Brandao,0,0,,,,,0,0,0,2,1,6,0
Diego Brandao,"5' 7""", 155 lbs,,Brazil,35,Orthodox,14,8,6,3,24,15,0
Roberto Brandao,0,0,,,,,0,0,0,0,0,1,0
Joelson Brandenburg,0,0,,Brazil,3/5/198,,0,1,0,0,0,1,0
Benjamin Brander,"5' 10""", 155 lbs,,Switzerland,35,,4,2,5,4,12,9,0
Jonathan Brandon,0,0,,,,,0,0,0,1,0,1,0
Nicolaus Brandon,0,0,,,,,0,1,0,0,0,1,0
Jeremiah Brandon Brown,0,0,,,,,0,0,0,1,0,1,0
Cory Brandt,0,0,,,,,0,1,0,0,0,1,0
Mathias Brandt,0,0,,,,,0,1,0,0,0,1,0
Pawel Brandys,0,0,,,,,0,0,0,0,0,0,1
Josh Branham,0,0,,USA,,,0,1,0,0,0,1,0
Antonio Branjao,0,0,,,,,4,0,0,1,4,1,0
Brian Brannon,0,0,,,,,0,0,0,1,0,1,0
Allen Branson,0,0,,,,,0,1,0,0,0,1,0
Andy Branson,0,0,,,,,0,0,0,0,1,0,0
James Brasco,0,0,,,9/5/197,,0,1,1,1,1,2,0
Analu Brash,0,0,,,,,0,1,0,0,0,1,0
Nathaniel Brash,0,0,,,,,0,1,0,0,0,1,0
Donald Brashear,0,0,,,1/7/197,,1,0,0,0,1,0,0
Michael Brasher,0,0,,,,,0,0,0,0,0,1,0
Anderson Brasil,0,0,,,,,0,1,0,0,0,1,0
Bruna Brasil,"5' 6""", 115 lbs,,Brazil,29,Orthodox,3,2,2,0,8,2,1
Taffarel Brasil,"5' 9""", 155 lbs,,Brazil,28,,0,0,0,0,0,1,0
Jason Braswell,0,0,,,,,0,0,0,1,0,2,0
Mike Braswell,0,0,,,,,0,0,0,0,0,1,0
Steven Bratland,0,0,,,,,0,1,0,1,0,3,0
Bor Bratovz,0,0,,,,,0,1,0,2,0,3,0
Chad Bratton,0,0,,,,,0,0,0,0,0,1,0
Brad Braudrick,0,0,,,,,0,0,0,2,0,2,0
Ryan Braun,0,0,,,5/26/198,,0,1,0,6,0,7,0
Cyril Bravais,0,0,,,,,0,0,0,1,0,1,0
Gloria Bravo,0,0,,,,,0,0,0,0,1,1,0
Jose Luis Bravo,0,0,,,10/26/198,,0,0,0,2,0,2,0
Martin Bravo,"5' 8""", 145 lbs,"Wrestling, Boxing",Mexico,29,Southpaw,4,2,5,0,12,3,0
Michael Bravo,0,0,,,,,7,3,0,0,7,4,0
Gloria Isabel Bravo Barrios,"5' 5""", 105 lbs,,Chile,36,,0,1,0,0,0,2,0
Kleber Ferreira Braz,0,0,,Brazil,,,0,0,0,0,0,1,0
Steve Brazier,0,0,,,,,0,1,0,0,0,1,0
Terry Brazier,"6' 0""", 155 lbs,,England,36,,5,2,2,1,11,4,0
Mike Brazzle,0,0,,,,,1,0,0,0,1,0,0
Stipe Brcic,0,0,,Croatia,30,,3,2,3,1,11,3,0
Peter Brearley,0,0,,,,,0,1,0,0,0,1,0
Derrick Breaux,0,0,,,,,0,0,0,1,0,1,0
Sergiu Breb,0,0,,,,,0,1,0,0,0,1,0
Corey Breckner,0,0,,,6/25/199,,0,0,0,0,0,1,0
Mike Breeden,"5' 10""", 158 lbs,Karate,USA,33,Orthodox,8,2,0,0,10,5,0
Kyle Brees,0,0,,,,,0,0,1,1,1,1,0
Tom Breese,"6' 3""", 186 lbs,,England,31,Southpaw,5,2,9,1,15,4,0
Andrej Bregar,0,0,,,,,0,0,0,1,0,1,0
Blake Breitsprecher,0,0,,,1/13/198,,0,0,0,3,0,3,0
David Brence,0,0,,USA,,,0,1,0,0,0,1,0
Julio Brenes,0,0,,Costa Rica,,,0,0,0,1,1,1,0
Mauro Brenes,0,0,,,,,0,0,0,0,0,1,0
Jarvis Brennaman,0,0,,,,,0,0,0,2,0,2,0
Chris Brennan,0,0,,,,Orthodox,0,2,3,2,3,7,0
Chris Brennan,0,0,,,,,1,0,0,1,1,1,0
Lucas Brennan,"5' 10""", 145 lbs,,USA,22,,1,0,5,0,7,0,0
Mick Brennan,0,0,,,,,0,2,0,0,0,2,0
Charlie Brenneman,0,0,,,2/9/198,Orthodox,5,4,5,3,19,8,0
Elves Brenner,"5' 9""", 145 lbs,Striker,Brazil,25,,1,0,11,0,13,3,0
Shane Brenner,0,0,,,,,0,0,0,0,1,3,0
Marcos Breno,"5' 7""", 136 lbs,,Brazil,25,,8,0,5,1,15,2,0
Derek Brenon,0,0,,,10/13/198,,0,1,0,0,0,1,0
Jason Brenton,0,0,,,,,0,1,0,0,0,2,0
Bobby Brents,"5' 9""", 255 lbs,,,40,,8,2,5,2,17,8,0
Tamikka Brents,0,0,,,9/8/198,,1,1,0,1,2,2,0
Harry Brereton,0,0,,Isle of Man,,,0,1,0,0,0,1,0
Aaron Brett,0,0,,England,,,1,1,0,2,1,3,0
Erik Brettin,0,0,,,,,0,1,0,0,0,1,0
Ben Brewer,"6' 1""", 185 lbs,,USA,,,1,4,7,2,11,6,0
Jose Brewer,0,0,,,,,0,1,0,0,0,1,0
Mack Brewer,0,0,,,,,0,1,0,0,0,1,0
William Brewer,0,0,,,,,0,1,0,3,0,4,0
Louis Brewington,"6' 0""", 170 lbs,,USA,,,0,0,0,0,0,1,0
Payton Brezinski,"5' 6""", 125 lbs,,USA,29,,0,0,0,0,0,1,0
Ivan Brguljan,0,0,,,,,0,2,0,0,0,3,0
Enoch Bricker,0,0,,,,,0,0,0,1,0,1,0
Andy Bridges,0,0,,,,,0,1,0,0,0,1,0
Charles Bridges,"5' 8""", 155 lbs,,,30,,0,1,0,0,0,1,0
Shane Bridges,0,0,,USA,,,0,1,0,0,0,1,0
Chris Bridgewater,0,0,,,,,0,0,0,1,0,1,0
Roy Bridgewater,0,0,,,,,0,0,0,1,0,1,0
Alaan Briefkani,0,0,,,,,0,1,0,0,0,1,0
Travis Briere,0,0,,,,,0,1,0,0,0,2,0
Marcos Brigagao,"6' 3""", 205 lbs,,Brazil,26,Southpaw,9,0,3,1,12,3,0
Tom Briggs,0,0,,England,,,0,1,0,0,0,1,0
Curtis Brigham,0,0,,,,,0,1,1,1,1,2,0
Vinny Brightman,0,0,,,,,0,0,0,1,0,1,0
Michael Brightmon,0,0,,,,,2,4,2,0,13,7,0
John Brightwell,0,0,,,,,0,0,0,1,0,1,0
Vladimir Brik,0,0,,,,,0,0,0,2,0,2,0
Jefte Costa Brilhante,0,0,,,,,0,0,0,0,0,1,0
Cody Brill,0,0,,,,,0,0,0,1,0,1,0
Jason Brilz,0,0,,,7/7/197,Orthodox,6,2,8,2,22,6,1
Marcus Brimage,"5' 4""", 135 lbs,,USA,37,Southpaw,3,3,0,1,7,7,0
Aaron Brink,0,0,,,,Orthodox,1,3,0,4,1,7,0
Ryse Brink Jabour,0,0,,,8/4/199,,0,0,0,1,0,1,0
Benjamin Brinsa,0,0,,,,,0,0,1,1,1,2,0
Henry Briones,0,0,,Mexico,10/22/198,Orthodox,8,1,6,2,16,8,1
J.R. Briones,0,0,,,,,0,1,0,0,0,1,0
Marcos Briones,0,0,,USA,12/15/198,,0,0,0,1,0,1,0
Ulices Briones,0,0,,,,,0,0,0,0,0,1,0
Carlos Briseno,0,0,,Mexico,,,0,0,0,1,0,1,0
Abel Brites,0,0,,Australia,,,0,1,1,2,1,4,0
Anderson Brito,0,0,,,,,0,1,0,0,0,1,0
Angel Brito,0,0,,,,,0,0,0,1,0,1,0
Elvin Leon Brito,0,0,,Puerto Rico,7/31/198,,0,2,1,0,3,6,0
Joanderson Brito,"5' 8""", 145 lbs,Striker,Brazil,27,Orthodox,6,1,6,1,14,3,1
Jorge Brito,0,0,,,,,0,0,0,0,2,0,0
Kaik Brito,0,0,,Brazil,,,0,1,0,0,0,1,0
Luis Brito,0,0,,,11/25/197,,0,1,1,0,1,3,0
Marcelo Brito,0,0,,,11/27/197,Orthodox,2,1,5,0,13,8,0
Wellington Brito,0,0,,,,,0,1,0,0,0,1,0
Odam Brito da Silva,0,0,,,,,0,1,0,0,0,1,0
Walber Brito de Barros,0,0,,,,,1,1,0,1,6,6,0
Gina Brito Silva Santana,0,0,,,11/28/198,,0,0,0,3,0,3,0
